Topic ID,Topic Name,Field ID,Field Name,Domain Name
T11335,Prion Diseases and Protein Misfolding,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11268,Light effects on plants,11,Agricultural and Biological Sciences,Life Sciences
T12274,Electrostatics and Colloid Interactions,16,Chemistry,Physical Sciences
T12603,NMR spectroscopy and applications,31,Physics and Astronomy,Physical Sciences
T11383,Advanced Antenna and Metasurface Technologies,22,Engineering,Physical Sciences
T11402,Vascular Malformations Diagnosis and Treatment,27,Medicine,Health Sciences
T13016,Innovative Educational Technologies,17,Computer Science,Physical Sciences
T11352,Masonry and Concrete Structural Analysis,22,Engineering,Physical Sciences
T13599,Architecture and Cultural Influences,12,Arts and Humanities,Social Sciences
T10827,Patient-Provider Communication in Healthcare,36,Health Professions,Health Sciences
T11318,Phytoestrogen effects and research,27,Medicine,Health Sciences
T10886,Multiferroics and related materials,25,Materials Science,Physical Sciences
T12733,Vector-Borne Animal Diseases,11,Agricultural and Biological Sciences,Life Sciences
T14432,Freedom of Expression and Defamation,33,Social Sciences,Social Sciences
T13074,Global Financial Regulation and Crises,20,"Economics, Econometrics and Finance",Social Sciences
T11557,Lubricants and Their Additives,22,Engineering,Physical Sciences
T11933,Mining and Resource Management,22,Engineering,Physical Sciences
T11238,Simulation-Based Education in Healthcare,27,Medicine,Health Sciences
T12690,Cross-Border Cooperation and Integration,33,Social Sciences,Social Sciences
T11722,Patient Satisfaction in Healthcare,36,Health Professions,Health Sciences
T12228,Coordination Chemistry and Organometallics,16,Chemistry,Physical Sciences
T11426,Genetically Modified Organisms Research,11,Agricultural and Biological Sciences,Life Sciences
T11690,Advanced battery technologies research,22,Engineering,Physical Sciences
T13206,Neonatal skin health care,36,Health Professions,Health Sciences
T12215,Phytochemical Studies and Bioactivities,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13900,Contemporary and Historical Greek Studies,33,Social Sciences,Social Sciences
T12950,Educational Environments and Student Outcomes,33,Social Sciences,Social Sciences
T12749,"Race, Genetics, and Society",13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13278,Economic and Business Development Strategies,20,"Economics, Econometrics and Finance",Social Sciences
T14408,Coastal Management and Development,23,Environmental Science,Physical Sciences
T13375,Integrated Water Resources Management,23,Environmental Science,Physical Sciences
T11638,Cardiac tumors and thrombi,27,Medicine,Health Sciences
T11828,Corneal Surgery and Treatments,27,Medicine,Health Sciences
T10864,Fluid Dynamics and Mixing,22,Engineering,Physical Sciences
T11545,Advanced Banach Space Theory,26,Mathematics,Physical Sciences
T11307,Domain Adaptation and Few-Shot Learning,17,Computer Science,Physical Sciences
T11837,Iron and Steelmaking Processes,22,Engineering,Physical Sciences
T14160,Water management and technologies,11,Agricultural and Biological Sciences,Life Sciences
T11411,Tea Polyphenols and Effects,27,Medicine,Health Sciences
T11553,Acne and Rosacea Treatments and Effects,27,Medicine,Health Sciences
T13065,Mining Techniques and Economics,22,Engineering,Physical Sciences
T11142,Advanced Glycation End Products research,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11150,Endoplasmic Reticulum Stress and Disease,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13228,Socioeconomic Development in Asia,33,Social Sciences,Social Sciences
T12919,Blood disorders and treatments,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T11918,Forecasting Techniques and Applications,18,Decision Sciences,Social Sciences
T13752,Mechanics and Biomechanics Studies,22,Engineering,Physical Sciences
T14497,Social Issues and Policies in Latin America,33,Social Sciences,Social Sciences
T13217,Pigment Synthesis and Properties,16,Chemistry,Physical Sciences
T11758,Organic and Molecular Conductors Research,25,Materials Science,Physical Sciences
T11939,Public-Private Partnership Projects,14,"Business, Management and Accounting",Social Sciences
T12205,Time Series Analysis and Forecasting,17,Computer Science,Physical Sciences
T13501,Legal Issues in Turkey,33,Social Sciences,Social Sciences
T12949,South Asian Studies and Diaspora,12,Arts and Humanities,Social Sciences
T11705,Gambling Behavior and Treatments,32,Psychology,Social Sciences
T11917,"Coagulation, Bradykinin, Polyphosphates, and Angioedema",27,Medicine,Health Sciences
T12411,Shoulder and Clavicle Injuries,27,Medicine,Health Sciences
T11031,Game Theory and Applications,18,Decision Sciences,Social Sciences
T10865,Shape Memory Alloy Transformations,25,Materials Science,Physical Sciences
T10920,Advanced Drug Delivery Systems,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
T12677,Sports Dynamics and Biomechanics,22,Engineering,Physical Sciences
T12362,Tribology and Wear Analysis,22,Engineering,Physical Sciences
T11040,Personality Traits and Psychology,32,Psychology,Social Sciences
T14064,Organizational and Employee Performance,17,Computer Science,Physical Sciences
T12873,"Nutrition, Health and Food Behavior",29,Nursing,Health Sciences
T10800,Forensic Toxicology and Drug Analysis,30,"Pharmacology, Toxicology and Pharmaceutics",Life Sciences
T10891,Radar Systems and Signal Processing,22,Engineering,Physical Sciences
T12443,Delphi Technique in Research,33,Social Sciences,Social Sciences
T11298,Synthesis and Properties of Aromatic Compounds,16,Chemistry,Physical Sciences
T10970,Team Dynamics and Performance,32,Psychology,Social Sciences
T11861,Thermal Regulation in Medicine,27,Medicine,Health Sciences
T12777,"Philosophy, History, and Historiography",12,Arts and Humanities,Social Sciences
T12969,Economic and Social Development,33,Social Sciences,Social Sciences
T14300,Legal and Social Philosophy,33,Social Sciences,Social Sciences
T11204,Ion Channels and Receptors,28,Neuroscience,Life Sciences
T13931,Philosophy and Historical Thought,12,Arts and Humanities,Social Sciences
T11046,Geotechnical Engineering and Analysis,22,Engineering,Physical Sciences
T11373,Sleep and Work-Related Fatigue,32,Psychology,Social Sciences
T14391,"Forest, Soil, and Plant Ecology in China",33,Social Sciences,Social Sciences
T10798,Crystallography and molecular interactions,16,Chemistry,Physical Sciences
T12530,Bioactive Natural Diterpenoids Research,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T13955,Evaluation Methods in Various Fields,23,Environmental Science,Physical Sciences
T10918,Memory Processes and Influences,28,Neuroscience,Life Sciences
T11847,Recycled Aggregate Concrete Performance,22,Engineering,Physical Sciences
T13769,Fusion and Plasma Physics Studies,31,Physics and Astronomy,Physical Sciences
T13084,Education during COVID-19 pandemic,33,Social Sciences,Social Sciences
T12196,Community Health and Development,36,Health Professions,Health Sciences
T13078,Political and Social Dynamics in Chile and Latin America,33,Social Sciences,Social Sciences
T12558,Wittgensteinian philosophy and applications,12,Arts and Humanities,Social Sciences
T10951,Cryptographic Implementations and Security,17,Computer Science,Physical Sciences
T12369,Pneumocystis jirovecii pneumonia detection and treatment,27,Medicine,Health Sciences
T11476,Graph theory and applications,26,Mathematics,Physical Sciences
T12974,Modernist Literature and Criticism,12,Arts and Humanities,Social Sciences
T12953,Critical Realism in Sociology,33,Social Sciences,Social Sciences
T11953,"Neuroethics, Human Enhancement, Biomedical Innovations",28,Neuroscience,Life Sciences
T11812,Nasal Surgery and Airway Studies,27,Medicine,Health Sciences
T13213,Mechanical Failure Analysis and Simulation,22,Engineering,Physical Sciences
T11991,Soft tissue tumor case studies,27,Medicine,Health Sciences
T12260,Educational Technology and Pedagogy,17,Computer Science,Physical Sciences
T11571,Sarcoidosis and Beryllium Toxicity Research,27,Medicine,Health Sciences
T12276,Risk Management in Financial Firms,14,"Business, Management and Accounting",Social Sciences
T11191,Mathematical functions and polynomials,26,Mathematics,Physical Sciences
T11724,Inflammatory Myopathies and Dermatomyositis,27,Medicine,Health Sciences
T11014,Regional Economics and Spatial Analysis,20,"Economics, Econometrics and Finance",Social Sciences
T12656,"Climate Change, Adaptation, Migration",33,Social Sciences,Social Sciences
T12109,"Race, Identity, and Education in Brazil",33,Social Sciences,Social Sciences
T13795,"Language, Communication, and Linguistic Studies",33,Social Sciences,Social Sciences
T13972,Business Law and Ethics,14,"Business, Management and Accounting",Social Sciences
T12402,Travel-related health issues,27,Medicine,Health Sciences
T12015,Photoacoustic and Ultrasonic Imaging,22,Engineering,Physical Sciences
T13498,Economic Development and Digital Transformation,20,"Economics, Econometrics and Finance",Social Sciences
T11087,Solidification and crystal growth phenomena,25,Materials Science,Physical Sciences
T13173,Gender Studies in Language,33,Social Sciences,Social Sciences
T13321,"Radio, Podcasts, and Digital Media",33,Social Sciences,Social Sciences
T10899,Advanced Operator Algebra Research,26,Mathematics,Physical Sciences
T11860,"HIV, Drug Use, Sexual Risk",27,Medicine,Health Sciences
T13601,Urban Transport Systems Analysis,22,Engineering,Physical Sciences
T12936,"Conflict, Peace, and Violence in Colombia",33,Social Sciences,Social Sciences
T11887,Quasicrystal Structures and Properties,25,Materials Science,Physical Sciences
T11573,Risk Perception and Management,33,Social Sciences,Social Sciences
T12599,Retinal and Optic Conditions,27,Medicine,Health Sciences
T12057,Consumer Attitudes and Food Labeling,27,Medicine,Health Sciences
T14034,Musicians’ Health and Performance,27,Medicine,Health Sciences
T13869,Ocular and Laser Science Research,27,Medicine,Health Sciences
T11524,Advanced Aircraft Design and Technologies,23,Environmental Science,Physical Sciences
T14117,Integrated Circuits and Semiconductor Failure Analysis,22,Engineering,Physical Sciences
T10239,Urban Planning and Governance,33,Social Sciences,Social Sciences
T11102,HVDC Systems and Fault Protection,22,Engineering,Physical Sciences
T13910,Computational and Text Analysis Methods,33,Social Sciences,Social Sciences
T13730,"Martial Arts: Techniques, Psychology, and Education",33,Social Sciences,Social Sciences
T11604,Ship Hydrodynamics and Maneuverability,22,Engineering,Physical Sciences
T11900,Fungal Plant Pathogen Control,11,Agricultural and Biological Sciences,Life Sciences
T12204,African Education and Politics,33,Social Sciences,Social Sciences
T11231,Microbial Fuel Cells and Bioremediation,23,Environmental Science,Physical Sciences
T12296,Autopsy Techniques and Outcomes,27,Medicine,Health Sciences
T10859,Polymer Surface Interaction Studies,25,Materials Science,Physical Sciences
T11019,Image Enhancement Techniques,17,Computer Science,Physical Sciences
T11969,Fluoride Effects and Removal,23,Environmental Science,Physical Sciences
T11647,Workplace Violence and Bullying,33,Social Sciences,Social Sciences
T11760,Plant responses to elevated CO2,11,Agricultural and Biological Sciences,Life Sciences
T11240,Luminescence and Fluorescent Materials,25,Materials Science,Physical Sciences
T13547,Economic and Industrial Development,20,"Economics, Econometrics and Finance",Social Sciences
T11844,Lipid metabolism and biosynthesis,13,"Biochemistry, Genetics and Molecular Biology",Life Sciences
T12145,Dental Anxiety and Anesthesia Techniques,35,Dentistry,Health Sciences
T12790,Nursing Diagnosis and Documentation,29,Nursing,Health Sciences
T13897,Historical Economic and Legal Thought,33,Social Sciences,Social Sciences
T10741,Video Coding and Compression Technologies,17,Computer Science,Physical Sciences
T14071,Healthcare during COVID-19 Pandemic,17,Computer Science,Physical Sciences
T12472,Plant responses to water stress,11,Agricultural and Biological Sciences,Life Sciences
T12240,Nanomaterials for catalytic reactions,16,Chemistry,Physical Sciences
T11885,MRI in cancer diagnosis,27,Medicine,Health Sciences
T14237,Historical and Political Studies,33,Social Sciences,Social Sciences
T12163,Aerosol Filtration and Electrostatic Precipitation,22,Engineering,Physical Sciences
T11082,Spacecraft Dynamics and Control,22,Engineering,Physical Sciences
T12463,Amoebic Infections and Treatments,27,Medicine,Health Sciences
T12083,Karst Systems and Hydrogeology,19,Earth and Planetary Sciences,Physical Sciences
T11582,Nanopore and Nanochannel Transport Studies,22,Engineering,Physical Sciences
T12096,Ectopic Pregnancy Diagnosis and Management,27,Medicine,Health Sciences
T14452,Mexican Socioeconomic and Environmental Dynamics,23,Environmental Science,Physical Sciences
T11616,Autoimmune and Inflammatory Disorders Research,27,Medicine,Health Sciences
T11980,Human Mobility and Location-Based Analysis,33,Social Sciences,Social Sciences
T11735,Peripheral Neuropathies and Disorders,27,Medicine,Health Sciences
T12538,Eosinophilic Esophagitis,27,Medicine,Health Sciences
T13069,Cocoa and Sweet Potato Agronomy,11,Agricultural and Biological Sciences,Life Sciences
T14458,Education and Work Dynamics,33,Social Sciences,Social Sciences
T13151,Business Strategies and Innovation,14,"Business, Management and Accounting",Social Sciences
