Topic ID,Topic Name,af_oa,af_oa_diamond,pass_af_oa,pass_af_oa_diamond
T10952,PI3K/AKT/mTOR signaling in cancer,15016,1028,True,False
T11701,Space Satellite Systems and Control,9046,1117,False,False
T13815,Islamic Thought and Society Studies,2274,708,False,False
T11255,Microfluidic and Bio-sensing Technologies,13419,1082,True,False
T10879,Robotic Locomotion and Control,12544,1681,True,False
T14428,Coal and Coke Industries Research,8208,2533,False,False
T13531,Surface and Thin Film Phenomena,7478,642,False,False
T11338,Advancements in Photolithography Techniques,5723,1369,False,False
T12350,Particle Dynamics in Fluid Flows,10359,1370,True,False
T11055,Cardiac and Coronary Surgery Techniques,12168,2286,True,False
T11229,Genetics and Plant Breeding,14297,5580,True,False
T12976,Magnetic and Electromagnetic Effects,11863,3258,True,False
T11992,CCD and CMOS Imaging Sensors,8362,823,False,False
T11480,Connexins and lens biology,12385,856,True,False
T11763,Intracerebral and Subarachnoid Hemorrhage Research,12125,1779,True,False
T11731,Global Health and Surgery,11989,1972,True,False
T12702,Brain Tumor Detection and Classification,15100,4130,True,False
T12441,Porphyrin Metabolism and Disorders,8233,669,False,False
T10694,Menopause: Health Impacts and Treatments,9095,1272,False,False
T11104,"Memory, Trauma, and Commemoration",7445,1832,False,False
T14302,European Politics and Security,7896,3196,False,False
T11915,Pickering emulsions and particle stabilization,10260,734,True,False
T13605,"Homicide, Infanticide, and Child Abuse",5380,919,False,False
T14070,Knowledge Societies in the 21st Century,1046,442,False,False
T11539,Survey Methodology and Nonresponse,5346,531,False,False
T11443,Advanced Statistical Process Monitoring,8490,1423,False,False
T14396,Healthcare Regulation,1419,579,False,False
T13924,Internet of Things and Social Network Interactions,3810,808,False,False
T12475,Plant Parasitism and Resistance,11988,1863,True,False
T11202,Cavitation Phenomena in Pumps,13706,4308,True,False
T12304,Radiative Heat Transfer Studies,8715,1884,False,False
T10454,Optimal Power Flow Distribution,11182,2051,True,False
T13667,French Literature and Criticism,2019,368,False,False
T11393,Biosensors and Analytical Detection,12013,1177,True,False
T11439,Video Analysis and Summarization,9432,1384,False,False
T10801,Synthetic Aperture Radar (SAR) Applications and Techniques,10830,1512,True,False
T12544,Working Capital and Financial Performance,11201,3811,True,False
T11596,Constraint Satisfaction and Optimization,8638,980,False,False
T13155,Digital Communication and Language,9477,2980,False,False
T13951,Fluid dynamics and aerodynamics studies,3886,708,False,False
T12947,"Health, psychology, and well-being",7131,1248,False,False
T10789,Interactive and Immersive Displays,7279,574,False,False
T11408,Advanced Optical Imaging Technologies,7487,880,False,False
T14215,Chemical and Environmental Engineering Research,2433,281,False,False
T10719,3D Shape Modeling and Analysis,12866,1136,True,False
T11819,Data-Driven Disease Surveillance,13807,1481,True,False
T12230,Cardiovascular Issues in Pregnancy,10241,2382,True,False
T12711,Immigration and Intercultural Education,1141,340,False,False
T13325,Dye analysis and toxicity,8995,2604,False,False
T12955,Atherosclerosis and Cardiovascular Diseases,10430,1186,True,False
T11572,Information Technology Governance and Strategy,8639,1763,False,False
T11023,Prosthetics and Rehabilitation Robotics,12280,2233,True,False
T11005,Radiation Effects in Electronics,7138,801,False,False
T13277,"Media, Religion, Digital Communication",8719,2533,False,False
T13808,Construction Engineering and Safety,3683,723,False,False
T13289,Infant Health and Development,6831,1229,False,False
T10470,Usability and User Interface Design,6491,504,False,False
T12848,Psychological Testing and Assessment,2938,436,False,False
T10573,Power Quality and Harmonics,7762,1995,False,False
T12366,"Philosophy, Ethics, and Existentialism",6030,1395,False,False
T12776,Electrohydrodynamics and Fluid Dynamics,9674,1525,False,False
T14079,Mathematics Education and Programs,3937,615,False,False
T12494,Alcoholism and Thiamine Deficiency,7231,1269,False,False
T11335,Prion Diseases and Protein Misfolding,11581,971,True,False
T11268,Light effects on plants,13909,1675,True,False
T12274,Electrostatics and Colloid Interactions,7035,563,False,False
T12603,NMR spectroscopy and applications,6876,590,False,False
T11383,Advanced Antenna and Metasurface Technologies,8924,1267,False,False
T11402,Vascular Malformations Diagnosis and Treatment,11493,2393,True,False
T13016,Innovative Educational Technologies,12259,6500,True,False
T11352,Masonry and Concrete Structural Analysis,10375,1580,True,False
T13599,Architecture and Cultural Influences,10496,3628,True,False
T10827,Patient-Provider Communication in Healthcare,12832,1641,True,False
T11318,Phytoestrogen effects and research,10922,2188,True,False
T10886,Multiferroics and related materials,9748,1121,False,False
T12733,Vector-Borne Animal Diseases,8439,1239,False,False
T14432,Freedom of Expression and Defamation,4434,481,False,False
T13074,Global Financial Regulation and Crises,6731,497,False,False
T11557,Lubricants and Their Additives,8376,2121,False,False
T11933,Mining and Resource Management,10113,1707,True,False
T11238,Simulation-Based Education in Healthcare,12918,2613,True,False
T12690,Cross-Border Cooperation and Integration,6218,1675,False,False
T11722,Patient Satisfaction in Healthcare,11371,2416,True,False
T12228,Coordination Chemistry and Organometallics,3140,368,False,False
T11426,Genetically Modified Organisms Research,10082,1650,True,False
T11690,Advanced battery technologies research,11599,1018,True,False
T13206,Neonatal skin health care,3252,717,False,False
T12215,Phytochemical Studies and Bioactivities,5712,1192,False,False
T13900,Contemporary and Historical Greek Studies,2411,428,False,False
T12950,Educational Environments and Student Outcomes,8345,1974,False,False
T12749,"Race, Genetics, and Society",4885,472,False,False
T13278,Economic and Business Development Strategies,18660,9023,True,False
T14408,Coastal Management and Development,9179,5983,False,False
T13375,Integrated Water Resources Management,4375,1437,False,False
T11638,Cardiac tumors and thrombi,13354,2952,True,False
T11828,Corneal Surgery and Treatments,10528,1833,True,False
T10864,Fluid Dynamics and Mixing,10082,2013,True,False
T11545,Advanced Banach Space Theory,14066,1239,True,False
T11307,Domain Adaptation and Few-Shot Learning,18937,1087,True,False
T11837,Iron and Steelmaking Processes,9939,1666,False,False
T14160,Water management and technologies,3770,864,False,False
T11411,Tea Polyphenols and Effects,13042,2650,True,False
T11553,Acne and Rosacea Treatments and Effects,10022,2836,True,False
T13065,Mining Techniques and Economics,8960,2416,False,False
T11142,Advanced Glycation End Products research,12539,1421,True,False
T11150,Endoplasmic Reticulum Stress and Disease,17068,928,True,False
T13228,Socioeconomic Development in Asia,6691,1223,False,False
T12919,Blood disorders and treatments,5553,769,False,False
T11918,Forecasting Techniques and Applications,11612,2025,True,False
T13752,Mechanics and Biomechanics Studies,6522,1771,False,False
T14497,Social Issues and Policies in Latin America,693,399,False,False
T13217,Pigment Synthesis and Properties,6765,1482,False,False
T11758,Organic and Molecular Conductors Research,6322,499,False,False
T11939,Public-Private Partnership Projects,10228,2179,True,False
T12205,Time Series Analysis and Forecasting,12715,1338,True,False
T13501,Legal Issues in Turkey,768,215,False,False
T12949,South Asian Studies and Diaspora,5239,1139,False,False
T11705,Gambling Behavior and Treatments,10321,1116,True,False
T11917,"Coagulation, Bradykinin, Polyphosphates, and Angioedema",10877,1215,True,False
T12411,Shoulder and Clavicle Injuries,8731,2397,False,False
T11031,Game Theory and Applications,11603,795,True,False
T10865,Shape Memory Alloy Transformations,11239,2121,True,False
T10920,Advanced Drug Delivery Systems,11888,2591,True,False
T12677,Sports Dynamics and Biomechanics,6940,1858,False,False
T12362,Tribology and Wear Analysis,9903,2760,False,False
T11040,Personality Traits and Psychology,9082,1846,False,False
T14064,Organizational and Employee Performance,13969,6463,True,False
T12873,"Nutrition, Health and Food Behavior",11537,3307,True,False
T10800,Forensic Toxicology and Drug Analysis,9202,1105,False,False
T10891,Radar Systems and Signal Processing,7617,898,False,False
T12443,Delphi Technique in Research,9937,1243,False,False
T11298,Synthesis and Properties of Aromatic Compounds,6527,752,False,False
T10970,Team Dynamics and Performance,7484,801,False,False
T11861,Thermal Regulation in Medicine,9203,1479,False,False
T12777,"Philosophy, History, and Historiography",3515,653,False,False
T12969,Economic and Social Development,622,244,False,False
T14300,Legal and Social Philosophy,468,44,False,False
T11204,Ion Channels and Receptors,10299,723,True,False
T13931,Philosophy and Historical Thought,987,288,False,False
T11046,Geotechnical Engineering and Analysis,10687,2642,True,False
T11373,Sleep and Work-Related Fatigue,12064,2334,True,False
T14391,"Forest, Soil, and Plant Ecology in China",2248,425,False,False
T10798,Crystallography and molecular interactions,7973,605,False,False
T12530,Bioactive Natural Diterpenoids Research,3201,551,False,False
T13955,Evaluation Methods in Various Fields,3677,884,False,False
T10918,Memory Processes and Influences,10261,574,True,False
T11847,Recycled Aggregate Concrete Performance,12590,3324,True,False
T13769,Fusion and Plasma Physics Studies,4341,1183,False,False
T13084,Education during COVID-19 pandemic,1420,678,False,False
T12196,Community Health and Development,9069,1474,False,False
T13078,Political and Social Dynamics in Chile and Latin America,2462,564,False,False
T12558,Wittgensteinian philosophy and applications,4317,849,False,False
T10951,Cryptographic Implementations and Security,9754,1533,False,False
T12369,Pneumocystis jirovecii pneumonia detection and treatment,8701,1166,False,False
T11476,Graph theory and applications,15602,2998,True,False
T12974,Modernist Literature and Criticism,3831,700,False,False
T12953,Critical Realism in Sociology,3802,516,False,False
T11953,"Neuroethics, Human Enhancement, Biomedical Innovations",8593,1738,False,False
T11812,Nasal Surgery and Airway Studies,8726,2211,False,False
T13213,Mechanical Failure Analysis and Simulation,5633,1520,False,False
T11991,Soft tissue tumor case studies,10132,2552,True,False
T12260,Educational Technology and Pedagogy,10773,3940,True,False
T11571,Sarcoidosis and Beryllium Toxicity Research,10282,2215,True,False
T12276,Risk Management in Financial Firms,11243,2478,True,False
T11191,Mathematical functions and polynomials,12663,1570,True,False
T11724,Inflammatory Myopathies and Dermatomyositis,10446,1988,True,False
T11014,Regional Economics and Spatial Analysis,9490,889,False,False
T12656,"Climate Change, Adaptation, Migration",10418,1538,True,False
T12109,"Race, Identity, and Education in Brazil",761,340,False,False
T13795,"Language, Communication, and Linguistic Studies",12979,6731,True,False
T13972,Business Law and Ethics,7288,379,False,False
T12402,Travel-related health issues,7470,1115,False,False
T12015,Photoacoustic and Ultrasonic Imaging,13027,930,True,False
T13498,Economic Development and Digital Transformation,12932,5221,True,False
T11087,Solidification and crystal growth phenomena,9754,1181,False,False
T13173,Gender Studies in Language,6401,1963,False,False
T13321,"Radio, Podcasts, and Digital Media",4435,1037,False,False
T10899,Advanced Operator Algebra Research,19023,994,True,False
T11860,"HIV, Drug Use, Sexual Risk",11530,1137,True,False
T13601,Urban Transport Systems Analysis,9332,5976,False,False
T12936,"Conflict, Peace, and Violence in Colombia",1489,494,False,False
T11887,Quasicrystal Structures and Properties,7131,654,False,False
T11573,Risk Perception and Management,7679,1217,False,False
T12599,Retinal and Optic Conditions,11461,2887,True,False
T12057,Consumer Attitudes and Food Labeling,10406,1748,True,False
T14034,Musicians’ Health and Performance,3596,452,False,False
T13869,Ocular and Laser Science Research,5344,787,False,False
T11524,Advanced Aircraft Design and Technologies,8658,1201,False,False
T14117,Integrated Circuits and Semiconductor Failure Analysis,6234,680,False,False
T10239,Urban Planning and Governance,6254,682,False,False
T11102,HVDC Systems and Fault Protection,9278,1576,False,False
T13910,Computational and Text Analysis Methods,8883,1427,False,False
T13730,"Martial Arts: Techniques, Psychology, and Education",4566,1550,False,False
T11604,Ship Hydrodynamics and Maneuverability,9039,1733,False,False
T11900,Fungal Plant Pathogen Control,7200,1423,False,False
T12204,African Education and Politics,8404,2687,False,False
T11231,Microbial Fuel Cells and Bioremediation,11842,1430,True,False
T12296,Autopsy Techniques and Outcomes,8522,1508,False,False
T10859,Polymer Surface Interaction Studies,7971,491,False,False
T11019,Image Enhancement Techniques,10588,1575,True,False
